Film_title;Release_year;Director;Genres;Original_language;Average_rating;Runtime
I'm Dangerous Tonight;nan;Tobe Hooper;['Thriller', 'Horror', 'TV Movie'];English;2.87;88
The Burglar;nan;Paul Wendkos;['Crime', 'Thriller', 'Drama'];English;3.29;90
Gidget;nan;Paul Wendkos;['Comedy', 'Romance'];English;3.22;95
The Mephisto Waltz;nan;Paul Wendkos;['Horror'];English;3.16;115
The Legend of Lizzie Borden;nan;Paul Wendkos;['TV Movie', 'Crime', 'Drama'];English;3.27;96
Gidget Goes Hawaiian;nan;Paul Wendkos;['Comedy', 'Romance', 'Music'];English;3.16;101
Good Against Evil;nan;Paul Wendkos;['Horror', 'TV Movie'];English;2.82;84
Special Delivery;nan;Paul Wendkos;['Comedy', 'Crime', 'Action'];English;3.29;99
Gidget Goes to Rome;nan;Paul Wendkos;['Comedy', 'Romance'];English;3.05;104
Angel Baby;nan;Paul Wendkos, Hubert Cornfield;['Drama'];English;nan;98
How High 2;nan;Bruce Leddy;['Comedy', 'TV Movie'];English;2.27;89
At the End of the Day;nan;Kevin O'Brien;['Drama', 'Comedy'];English;2.97;108
Life of the Party;nan;Ben Falcone;['Comedy'];English;2.57;105
The Dark Power;nan;Phil Smoot;['Fantasy', 'Comedy', 'Horror'];English;2.55;81
Alien Outlaw;nan;Phil Smoot;['Horror', 'Western', 'Comedy', 'Science Fiction', 'Mystery'];English;2.63;90
Pucked;nan;Arthur Hiller;['Comedy'];English;2.77;83
A-Haunting We Will Go;nan;Alfred L. Werker;['Comedy', 'Adventure'];English;3.24;68
He Walked by Night;nan;Alfred L. Werker;['Crime', 'Thriller', 'Drama'];English;3.44;79
Shock;nan;Alfred L. Werker;['Drama', 'Thriller'];English;3.06;70
Sealed Cargo;nan;Alfred L. Werker;['Drama', 'War'];English;nan;90
Lost Boundaries;nan;Alfred L. Werker;['Drama'];English;3.31;99
Hello, Sister!;nan;Erich von Stroheim, Raoul Walsh;['Romance', 'Drama'];English;3.41;62
Three Hours to Kill;nan;Alfred L. Werker;['Western', 'Mystery'];English;3.28;77
Walk East on Beacon;nan;Alfred L. Werker;['Drama'];English;2.89;98
Aachi and Ssipak;nan;Jo Beom-jin;['Comedy', 'Animation', 'Action'];Korean;3.3;90
All the Colors of the Dark;nan;Sergio Martino;['Horror', 'Thriller', 'Mystery'];Italian;3.53;94
The Case of the Scorpion's Tail;nan;Sergio Martino;['Mystery', 'Thriller'];Italian;3.42;96
Slave of the Cannibal God;nan;Sergio Martino;['Adventure', 'Horror'];Italian;2.73;102
The Suspicious Death of a Minor;nan;Sergio Martino;['Thriller', 'Crime', 'Comedy'];Italian;3.39;100
A Man Called Blade;nan;Sergio Martino;['Western'];Italian;3.34;96
The Violent Professionals;nan;Sergio Martino;['Thriller', 'Crime'];Italian;3.33;104
American Rickshaw;nan;Sergio Martino;['Action', 'Horror', 'Thriller'];English;2.96;96
Gambling City;nan;Sergio Martino;['Action', 'Thriller', 'Drama', 'Crime'];Italian;3.35;101
Giovannona Long-Thigh;nan;Sergio Martino;['Comedy'];Italian;3.05;94
Silent Action;nan;Sergio Martino;['Crime', 'Drama', 'Action'];Italian;3.37;98
L'allenatore nel pallone;nan;Sergio Martino;['Comedy'];Italian;3.22;98
Sex with a Smile;nan;Sergio Martino;['Comedy'];Italian;nan;100
Arizona Colt Returns;nan;Sergio Martino;['Western'];Italian;nan;90
The Smile of the Fox;nan;Sergio Martino;['Thriller'];Italian;2.89;86
High School Girl;nan;Sergio Martino;['Drama', 'Comedy'];Italian;nan;90
The Fishmen and Their Queen;nan;Sergio Martino;['Horror', 'Science Fiction', 'TV Movie', 'Adventure'];Italian;nan;94
Casablanca Express;nan;Sergio Martino;['Action', 'Drama', 'War'];English;nan;90
A Is for Acid;nan;Harry Bradbeer;['TV Movie', 'Crime', 'Drama'];English;3.3;99
Abar, the First Black Superman;nan;Frank Packard;['Action'];English;2.96;102
The Spectre of Edgar Allan Poe;nan;Mohy Quandour;['Horror', 'Drama'];English;nan;89
Grizzly;nan;William Girdler;['Horror', 'Adventure', 'Thriller'];English;2.72;91
The Manitou;nan;William Girdler;['Horror', 'Science Fiction'];English;3.03;104
Sheba, Baby;nan;William Girdler;['Action', 'Drama', 'Thriller'];English;3.02;90
Three on a Meathook;nan;William Girdler;['Horror'];English;2.74;77
The Zebra Killer;nan;William Girdler;['Action', 'Crime'];English;nan;92
Project: Kill;nan;William Girdler;['Action', 'Drama'];English;2.86;90
Abashiri Prison;nan;Teruo Ishii;['Crime', 'Thriller', 'Drama'];Japanese;3.53;92
Female Yakuza Tale;nan;Teruo Ishii;['Crime', 'Thriller', 'Action', 'Drama'];Japanese;3.36;86
Horrors of Malformed Men;nan;Teruo Ishii;['Mystery', 'Horror'];Japanese;3.47;99
Bohachi Bushido: Code of the Forgotten Eight;nan;Teruo Ishii;['Action'];Japanese;3.56;81
Blind Woman's Curse;nan;Teruo Ishii;['Crime', 'Action', 'Horror', 'Drama'];Japanese;3.45;85
Orgies of Edo;nan;Teruo Ishii;['Drama', 'Thriller', 'Horror'];Japanese;3.22;89
The Executioner;nan;Teruo Ishii;['Action'];Japanese;3.35;87
Inferno of Torture;nan;Teruo Ishii;['Horror', 'Drama'];Japanese;3.18;95
Shogun's Joy of Torture;nan;Teruo Ishii;['Horror', 'Drama'];Japanese;3.28;96
Love and Crime;nan;Teruo Ishii;['Drama', 'Horror', 'Thriller', 'Crime'];Japanese;3.34;92
Japanese Hell;nan;Teruo Ishii;['Horror'];Japanese;3.17;102
Screwed;nan;Teruo Ishii;['Thriller', 'Drama'];Japanese;3.34;87
Yakuza Law;nan;Teruo Ishii;['Crime', 'Action', 'Drama'];Japanese;3.24;96
Blind Beast vs Killer Dwarf;nan;Teruo Ishii;['Horror'];Japanese;nan;95
Black Line;nan;Teruo Ishii;['Crime'];Japanese;nan;80
The Executioner II: Karate Inferno;nan;Teruo Ishii;['Comedy', 'Action', 'Crime'];Japanese;2.99;86
The Red Silk Gambler;nan;Teruo Ishii;['Action', 'Crime'];Japanese;nan;86
The Perfect Date;nan;Chris Nelson;['Romance', 'Comedy'];English;1.73;93
Checkered Ninja;nan;Thorbjørn Christoffersen, Anders Matthesen;['Comedy', 'Animation', 'Fantasy', 'Adventure'];Danish;3.16;83
Okko's Inn;nan;Kitaro Kosaka;['Fantasy', 'Adventure', 'Drama', 'Family', 'Animation', 'Comedy'];Japanese;3.52;94
The Standoff at Sparrow Creek;nan;Henry Dunham;['Thriller', 'Crime', 'Drama'];English;3.43;88
HOMECOMING: A film by Beyoncé;nan;Beyoncé;['Music', 'Documentary'];English;4.35;137
Intolerance: Love's Struggle Throughout the Ages;nan;D.W. Griffith;['Drama', 'History'];No spoken language;3.69;197
The Blue Angel;nan;Josef von Sternberg;['Drama'];German;3.81;108
My Name Is Julia Ross;nan;Joseph H. Lewis;['Thriller', 'Mystery'];English;3.51;65
Madman;nan;Joe Giannone;['Horror', 'Thriller'];English;2.64;89
Buffet Froid;nan;Bertrand Blier;['Crime', 'Comedy'];French;3.67;92
Get Out Your Handkerchiefs;nan;Bertrand Blier;['Drama', 'Comedy', 'Romance'];French;3.5;108
Beau Pere;nan;Bertrand Blier;['Romance', 'Drama'];French;3.37;123
Femmes Fatales;nan;Bertrand Blier;['Comedy'];French;3.43;81
Too Beautiful for You;nan;Bertrand Blier;['Drama', 'Romance', 'Comedy'];French;3.46;91
How Much Do You Love Me?;nan;Bertrand Blier;['Drama', 'Comedy'];French;2.75;95
Josie;nan;Eric England;['Thriller', 'Drama'];English;2.35;87
Nightmare Beach;nan;James Justice, Umberto Lenzi;['Horror', 'Thriller'];English;2.89;90
Extremely Wicked, Shockingly Evil and Vile;nan;Joe Berlinger;['Crime', 'Drama'];English;3.07;111
The House on Sorority Row;nan;Mark Rosman;['Thriller', 'Horror', 'Mystery'];English;3.06;91
The Force;nan;Mark Rosman;['Thriller', 'Horror', 'Action'];English;nan;94
Conversations with a Killer: The Ted Bundy Tapes;nan;Joe Berlinger;['Documentary', 'Crime'];English;3.71;236
Metallica: Some Kind of Monster;nan;Joe Berlinger, Bruce Sinofsky;['Music', 'Documentary'];English;3.72;141
What We Left Behind: Looking Back at Star Trek: Deep Space Nine;nan;David Zappone, Ira Steven Behr;['Documentary'];English;3.82;116
Naked Vengeance;nan;Cirio H. Santiago;['Crime', 'Action', 'Drama'];English;3.18;97
Death Force;nan;Cirio H. Santiago;['Action'];English;3.09;110
TNT Jackson;nan;Cirio H. Santiago;['Action', 'Thriller'];English;2.75;72
The Muthers;nan;Cirio H. Santiago;['Drama', 'Action'];English;2.77;83
Wheels of Fire;nan;Cirio H. Santiago;['Adventure', 'Science Fiction', 'Action'];English;2.83;81
Vampire Hookers;nan;Cirio H. Santiago;['Horror', 'Comedy'];English;2.29;82
Firecracker;nan;Cirio H. Santiago;['Action', 'Thriller'];English;2.97;77
Stryker;nan;Cirio H. Santiago;['Action', 'Science Fiction'];English;2.85;86
Equalizer 2000;nan;Cirio H. Santiago;['Action', 'Science Fiction'];English;2.7;85
Future Hunters;nan;Cirio H. Santiago;['Adventure', 'Action', 'Science Fiction'];English;3.0;96
Silk;nan;Cirio H. Santiago;['Drama', 'Crime', 'Action'];English;2.72;84
Angelfist;nan;Cirio H. Santiago;['Thriller', 'Action'];English;2.98;80
Dune Warriors;nan;Cirio H. Santiago;['Action', 'Science Fiction'];English;2.88;80
Fly Me;nan;Cirio H. Santiago;['Action', 'Drama'];English;2.99;72
Nam Angels;nan;Cirio H. Santiago;['Action', 'War', 'Adventure'];English;3.13;91
Cover Girl Models;nan;Cirio H. Santiago;['Action', 'Drama'];English;2.93;98
The Devastator;nan;Cirio H. Santiago;['Action'];English;3.11;79
Savage!;nan;Cirio H. Santiago;['Action', 'Adventure'];English;3.15;81
Silk 2;nan;Cirio H. Santiago;['Thriller', 'Action'];English;2.98;85
Raiders of the Sun;nan;Cirio H. Santiago;['Science Fiction', 'Adventure', 'Action'];English;2.95;80
Final Mission;nan;Cirio H. Santiago;['Action', 'Thriller', 'Crime'];English;nan;101
Eye of the Eagle;nan;Cirio H. Santiago;['Action', 'Thriller'];English;nan;84
Stranglehold;nan;Cirio H. Santiago;['Action'];English;nan;73
Kill Zone;nan;Cirio H. Santiago;['Action', 'War', 'Thriller'];English;nan;81
Killer Instinct;nan;Cirio H. Santiago;['Drama', 'War'];English;nan;88
Caged Heat II: Stripped of Freedom;nan;Cirio H. Santiago;['Drama', 'Action', 'Thriller'];English;nan;72
The Expendables;nan;Cirio H. Santiago;['Action'];English;nan;89
Vulcan;nan;Cirio H. Santiago;['Fantasy', 'Family'];Tagalog;nan;82
Field of Fire;nan;Cirio H. Santiago;['Action', 'Adventure', 'War'];English;nan;96
Bloodfist 2050;nan;Cirio H. Santiago;['Action'];English;nan;78
Beyond the Call of Duty;nan;Cirio H. Santiago;['Action'];English;nan;92
One Man Army;nan;Cirio H. Santiago;['Action', 'Crime'];English;nan;79
Live by the Fist;nan;Cirio H. Santiago;['Action'];English;nan;77
Hell Hole;nan;Cirio H. Santiago;['Action'];English;nan;82
Water Wars;nan;Cirio H. Santiago, Jim Wynorski;['Action', 'Science Fiction'];English;nan;78
Aladdin and the Adventure of All Time;nan;Cirio H. Santiago;['Animation'];English;nan;81
Firehawk;nan;Cirio H. Santiago;['Adventure', 'Action', 'War'];English;nan;92
Fast Gun;nan;Cirio H. Santiago;['Thriller', 'Action', 'Crime'];English;nan;82
Operation Balikatan;nan;Cirio H. Santiago;['Action', 'Thriller'];English;nan;88
Dunderklumpen!;nan;Per Åhlin;['Family', 'Animation', 'Adventure', 'Music', 'Fantasy'];Swedish;3.54;97
South Seas;nan;Pablo Santiago;['Action'];English;nan;81
Gay Purr-ee;nan;Abe Levitow;['Animation', 'Family', 'Music', 'Romance'];English;3.23;85
Mr. Bug Goes to Town;nan;Dave Fleischer;['Comedy', 'Family', 'Animation'];English;3.32;78
Hey There, It's Yogi Bear!;nan;Joseph Barbera, William Hanna;['Animation', 'Family', 'Adventure', 'Comedy'];English;3.26;89
The Man from Button Willow;nan;David Detiege;['Animation', 'Western'];English;nan;81
The Man Called Flintstone;nan;William Hanna, Joseph Barbera;['Romance', 'Music', 'Animation', 'Family', 'Mystery', 'Comedy', 'Adventure'];English;3.17;89
1001 Arabian Nights;nan;Jack Kinney;['Animation', 'Comedy', 'Fantasy'];English;nan;75
The Rose Of Baghdad;nan;Anton Gino Domenighini;['Animation'];Italian;3.33;76
Shinbone Alley;nan;John Wilson;['Romance', 'Comedy', 'Family', 'Music', 'Animation'];English;3.21;85
Journey Back to Oz;nan;Hal Sutherland;['Animation', 'Family', 'Fantasy'];English;2.96;88
Hugo the Hippo;nan;Bill Feigenbaum;['Adventure', 'Family', 'Animation'];English;3.42;91
Heidi's Song;nan;Robert Taylor;['Animation', 'Family'];English;nan;94
The Water Babies;nan;Lionel Jeffries;['Music', 'Animation', 'Adventure', 'Family', 'Fantasy'];English;3.13;92
Raggedy Ann & Andy: A Musical Adventure;nan;Richard Williams;['Fantasy', 'Music', 'Comedy', 'Adventure', 'Family', 'Animation'];English;3.72;85
Gallavants;nan;Art Vitello;['Family', 'Animation'];English;nan;100
The Care Bears Movie;nan;Arna Selznick;['Adventure', 'Fantasy', 'Family', 'Animation', 'Comedy'];English;3.02;76
The Elm Chanted Forest;nan;Milan Blažeković;['Fantasy', 'Animation'];Serbo-Croatian;3.53;83
My Little Pony: The Movie;nan;Mike Joens;['Family', 'Animation'];English;3.12;86
The Chipmunk Adventure;nan;Janice Karman;['Comedy', 'Music', 'Family', 'Animation', 'Adventure'];English;3.34;77
Pinocchio and the Emperor of the Night;nan;Hal Sutherland;['Animation', 'Family', 'Adventure'];English;3.13;83
Babar: The Movie;nan;Alan Bunce;['Animation', 'Fantasy', 'Family', 'Adventure'];English;3.34;70
The BFG;nan;Brian Cosgrove;['Fantasy', 'Family', 'Animation'];English;3.27;87
Happily Ever After;nan;John Howley;['Family', 'Animation'];English;2.77;75
The Nutcracker Prince;nan;Paul Schibli;['Family', 'Animation'];English;3.26;75
The Magic Riddle;nan;Yoram Gross;['Animation'];English;nan;93
Hugo, the Jungle Creature;nan;Flemming Quist Møller, Stefan Fjeldmark;['Animation', 'Family'];Danish;3.24;73
The Princess and the Goblin;nan;József Gémes;['Fantasy', 'Adventure', 'Family', 'Animation'];English;3.17;82
Freddie as F.R.O.7.;nan;Jon Acevski;['Adventure', 'Science Fiction', 'Fantasy', 'Animation', 'Family'];English;2.81;91
Blinky Bill;nan;Yoram Gross;['Animation', 'Family'];English;3.33;93
The Land Before Time II: The Great Valley Adventure;nan;Roy Allen Smith;['Family', 'Adventure', 'Animation'];English;3.12;73
Thumbelina;nan;Don Bluth, Gary Goldman;['Fantasy', 'Music', 'Animation', 'Family', 'Romance'];English;3.09;86
The Swan Princess;nan;Richard Rich;['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy'];English;3.2;89
The Hunchback of Notre Dame;nan;Takashi Masunaga, Toshiyuki Hiruma;['Drama', 'Adventure', 'Animation'];German;nan;49
Hercules;nan;Toshiyuki Hiruma, Takashi Masunaga;['Family', 'Adventure', 'Animation'];English;3.25;50
The Secret of the Hunchback;nan;Ken C. Johnson, Mike Joens;['Animation', 'Family'];English;3.01;50
Pippi Longstocking;nan;Michael Schaack, Clive A. Smith;['Family', 'Adventure', 'Comedy', 'Animation'];English;3.04;76
Cats Don't Dance;nan;Mark Dindal;['Animation', 'Family', 'Music', 'Comedy'];English;3.56;74
The Snow Queen;nan;Martin Gates;['Family', 'Animation'];English;3.15;75
The Mighty Kong;nan;Art Scott;['Family', 'Animation', 'Adventure'];English;2.38;71
Young Pocahontas;nan;Bill Schwartz;['Animation'];English;nan;nan
Quest for Camelot;nan;Frederik Du Chau;['Romance', 'Drama', 'Fantasy', 'Family', 'Animation'];English;3.15;86
Tarzan of the Apes;nan;Diane Eskenazi;['Adventure', 'Animation', 'Family'];English;nan;48
The King and I;nan;Richard Rich;['Animation', 'Music', 'Romance', 'Family'];English;2.51;87
The Legend of the Titanic;nan;Orlando Corradi, Kim Jun Ok;['Family', 'Animation'];Italian;1.54;84
Animaniacs: Wakko's Wish;nan;Liz Holzman, Rusty Mills;['Fantasy', 'Comedy', 'Adventure', 'Drama', 'Family', 'Animation', 'Music'];English;3.48;80
The Scarecrow;nan;Brian Nissen, Richard Rich;['Animation'];English;3.16;81
The Magic Pudding;nan;Karl Zwicky;['Family', 'Music', 'Animation'];English;3.11;80
The Tangerine Bear: Home in Time for Christmas!;nan;Bert Ring;['Family', 'Animation'];English;3.63;61
Tom Sawyer;nan;Paul Sabella, Phil Mendez;['Animation', 'Adventure', 'Family'];English;3.19;89
Aida of the Trees;nan;Guido Manuli;['Animation', 'Fantasy'];Italian;3.31;75
The Princess and the Pea;nan;Mark Swan;['Animation', 'Family', 'Fantasy'];English;3.24;88
Eight Crazy Nights;nan;Seth Kearsley;['Animation', 'Comedy'];English;2.36;76
The Trumpet of the Swan;nan;Richard Rich, Terry L. Noss;['Family', 'Animation'];English;2.89;75
Clifford's Really Big Movie;nan;Robert C. Ramirez;['Comedy', 'Animation', 'Adventure', 'Family'];English;2.89;74
Jack Frost 2: The Revenge of the Mutant Killer Snowman;nan;Michael Cooney;['Comedy', 'Horror', 'Fantasy'];English;2.07;91
Jack Frost;nan;Michael Cooney;['Fantasy', 'Comedy', 'Horror'];English;2.39;89
6 Souls;nan;Måns Mårlind, Björn Stein;['Mystery', 'Thriller', 'Horror'];English;2.63;112
The I Inside;nan;Roland Suso Richter;['Drama', 'Science Fiction', 'Thriller', 'Mystery'];English;2.87;90
Ryan's Babe;nan;Ray Ramayya;['Adventure'];English;2.87;90
Thomas and the Magic Railroad;nan;Britt Allcroft;['Adventure', 'Fantasy', 'Family'];English;2.72;85
Ready to Rumble;nan;Brian Robbins;['Comedy', 'Action'];English;2.59;107
Varsity Blues;nan;Brian Robbins;['Comedy', 'Drama', 'Romance'];English;3.07;106
The Perfect Score;nan;Brian Robbins;['Comedy', 'Crime'];English;2.71;93
Big Fat Liar;nan;Shawn Levy;['Comedy', 'Adventure', 'Family'];English;2.89;88
Deuces Wild;nan;Scott Kalvert;['Drama', 'Crime', 'Action'];English;2.56;96
Agent Cody Banks;nan;Harald Zwart;['Family', 'Comedy', 'Action', 'Adventure'];English;2.5;102
Stay Alive;nan;William Brent Bell;['Fantasy', 'Horror', 'Science Fiction', 'Mystery', 'Thriller'];English;2.36;86
On My Skin;nan;Alessio Cremonini;['Drama'];Italian;3.73;100
The Perfection;nan;Richard Shepard;['Horror', 'Drama', 'Thriller'];English;2.88;90
The Boy Who Harnessed the Wind;nan;Chiwetel Ejiofor;['History', 'Drama'];English;3.67;113
Hotel Mumbai;nan;Anthony Maras;['Thriller', 'Action', 'Drama', 'History'];English;3.68;123
The Night Comes for Us;nan;Timo Tjahjanto;['Action', 'Thriller', 'Crime'];Indonesian;3.6;121
Goyo: The Boy General;nan;Jerrold Tarog;['History'];Tagalog;3.43;155
Mirage;nan;Oriol Paulo;['Drama', 'Mystery', 'Thriller', 'Fantasy'];Spanish;3.46;129
The Burial of Kojo;nan;Blitz Bazawule;['Drama', 'Fantasy', 'Thriller'];Akan;3.49;80
The Man from Yesterday;nan;Berthold Viertel;['Drama', 'Romance', 'War'];English;nan;71
The Passing of the Third Floor Back;nan;Berthold Viertel;['Fantasy', 'Romance', 'Drama'];English;3.51;90
The Wiser Sex;nan;Berthold Viertel;['Drama', 'Comedy'];English;nan;76
City Girl;nan;F. W. Murnau;['Romance', 'Drama'];English;3.96;88
4 Devils;nan;F. W. Murnau;['Drama', 'Action'];English;nan;100
Superman: Doomsday;nan;Lauren Montgomery, Bruce Timm;['Animation', 'Science Fiction', 'Action'];English;3.15;75
Doomsday Book;nan;Yim Pil-sung, Kim Jee-woon;['Fantasy', 'Drama', 'Science Fiction'];Korean;3.04;113
Doomsdays;nan;Eddie Mullins;nan;English;3.42;91
Doomsday Machine;nan;Harry Hope, Lee Sholem;['Science Fiction'];English;2.34;83
MacGyver: Trail to Doomsday;nan;Charles Correll;['Action', 'Adventure', 'TV Movie'];English;3.31;93
2012 Doomsday;nan;Nick Everhart;['Thriller', 'Science Fiction', 'Fantasy', 'Horror', 'Adventure', 'Action'];English;1.96;86
Danny's Doomsday;nan;Martin Barnewitz;['Family', 'Science Fiction', 'Adventure'];Danish;3.08;88
I'm Dreaming of a White Doomsday;nan;Mike Lombardo;['Horror', 'Drama'];English;2.91;71
300;nan;Zack Snyder;['Action', 'War', 'Adventure'];English;3.38;116
The President's Analyst;nan;Theodore J. Flicker;['Comedy', 'Science Fiction', 'Thriller'];English;3.49;103
Analyze That;nan;Harold Ramis;['Crime', 'Comedy'];English;2.8;96
City Island;nan;Raymond De Felitta;['Drama', 'Comedy'];English;3.44;104
Lost and Delirious;nan;Léa Pool;['Drama', 'Romance'];English;3.04;103
The Milk of Sorrow;nan;Claudia Llosa;['Drama'];Spanish;3.68;94
Scared Shrekless;nan;Gary Trousdale;['Family', 'Animation', 'Comedy'];English;3.22;21
The Crimson Permanent Assurance;nan;Terry Gilliam;['Adventure', 'Fantasy', 'Comedy'];English;3.85;16
Assault on Precinct 13;nan;Jean-François Richet;['Adventure', 'Crime', 'Drama', 'Thriller', 'Action'];English;2.91;109
Assault on Wall Street;nan;Uwe Boll;['Action', 'Thriller', 'Drama'];English;2.53;99
Rome, Armed to the Teeth;nan;Umberto Lenzi;['Crime', 'Action'];Italian;3.44;94
The Assault;nan;Julien Leclercq;['Action', 'Thriller', 'Drama'];French;3.04;88
Big Top Pee-wee;nan;Randal Kleiser;['Comedy', 'Family'];English;2.74;86
Big Top Scooby-Doo!;nan;Heather A. Maxwell;['Animation', 'Family', 'Comedy', 'Mystery'];English;3.14;81
Big Top Bunny;nan;Robert McKimson;['Family', 'Comedy', 'Animation'];English;3.39;7
Die Artisten in der Zirkuskuppel: Ratlos;nan;Alexander Kluge;['Drama'];German;3.45;103
The Black Hole;nan;Philip Sansom, Olly Williams;['Mystery'];English;3.32;3
The Black House;nan;Yoshimitsu Morita;['Horror'];Japanese;3.39;118
The Black Hole;nan;Tibor Takács;['Science Fiction', 'Thriller', 'TV Movie'];English;2.64;90
The Black Hole;nan;Mark Steven Grove;['Science Fiction', 'Thriller'];English;nan;111
The Blues Brothers;nan;John Landis;['Comedy', 'Action', 'Crime', 'Music'];English;3.99;133
Kaili Blues;nan;Bi Gan;['Drama', 'Mystery'];Chinese;3.95;113
Miami Blues;nan;George Armitage;['Drama', 'Action', 'Crime', 'Thriller'];English;3.5;97
Norwegian Wood;nan;Trần Anh Hùng;['Drama', 'Romance'];Japanese;3.05;133
Brewster's Millions;nan;Walter Hill;['Comedy'];English;3.19;97
You're So Cool, Brewster! The Story of Fright Night;nan;Chris Griffiths;['Documentary'];English;3.65;217
Brewster's Millions;nan;Allan Dwan;['Comedy'];English;3.29;79
The Women of Brewster Place;nan;Donna Deitch;['History', 'Drama'];English;3.5;178
Burlesque;nan;Steve Antin;['Drama', 'Romance'];English;3.39;119
Lady of Burlesque;nan;William A. Wellman;['Horror', 'Comedy', 'Mystery', 'Music'];English;3.08;91
Capote;nan;Bennett Miller;['Drama', 'Crime'];English;3.71;114
In Cold Blood;nan;Richard Brooks;['Thriller', 'Drama', 'Crime', 'History'];English;4.11;134
Car Wash;nan;Michael Schultz;['Drama', 'Romance', 'Comedy'];English;3.36;97
Chaplin;nan;Richard Attenborough;['Drama'];English;3.59;143
Charlie;nan;Martin Prakkat;['Drama', 'Romance'];Malayalam;3.74;130
Charlie;nan;Luke Mordue;nan;English;nan;15
Charlie;nan;Lesley Johnson;['Drama'];English;nan;7
A Charlie Brown Christmas;nan;Bill Melendez;['Family', 'Animation', 'Comedy', 'TV Movie'];English;4.27;25
Cocoon;nan;Ron Howard;['Comedy', 'Science Fiction', 'Mystery'];English;3.29;117
Pale Cocoon;nan;Yasuhiro Yoshiura;['Animation', 'Science Fiction'];Japanese;3.43;23
Pokémon the Movie: Diancie and the Cocoon of Destruction;nan;Kunihiko Yuyama;['Family', 'Animation', 'Action', 'Drama', 'Adventure', 'Comedy'];Japanese;2.78;76
Echelon Conspiracy;nan;Greg Marcks;['Action', 'Thriller'];English;2.6;105
The Crash;nan;Aram Rappaport;['Thriller', 'Crime'];English;2.69;84
Conspiracy;nan;Adam Marcus;['Drama', 'Action', 'Thriller', 'Mystery'];English;2.85;90
Conspiracy;nan;Pao-Chang Han;['Drama', 'Action'];Chinese;nan;89
Conspiracy;nan;Lew Landers;['Romance', 'Drama', 'Action', 'Adventure'];English;nan;58
The Code Conspiracy;nan;Hank Whetstone;['Action', 'Thriller'];English;nan;97
After the Condor;nan;Sergio Martino;['Action'];Italian;nan;95
The Cat o' Nine Tails;nan;Dario Argento;['Horror', 'Mystery', 'Thriller'];Italian;3.36;112
JCVD;nan;Mabrouk El Mechri;['Drama', 'Action', 'Crime', 'Comedy'];French;3.5;96
Code Unknown;nan;Michael Haneke;['Drama'];French;3.8;118
Coma;nan;Michael Crichton;['Mystery', 'Thriller'];English;3.46;113
Coma;nan;Mikael Salomon;['Drama', 'Mystery'];English;3.07;320
Cricket on the Hearth;nan;Jules Bass, Arthur Rankin, Jr.;['TV Movie', 'Family', 'Animation'];English;2.39;49
The Happy Cricket;nan;Walbercy Ribas;['Fantasy', 'Animation', 'Music', 'Family', 'Action'];Portuguese;3.33;80
The Dead;nan;John Huston;['Drama'];English;3.71;83
Los Muertos;nan;Lisandro Alonso;['Drama'];Spanish;3.66;78
The Dead;nan;Howard J. Ford, Jonathan Ford;['Horror', 'Action', 'Thriller', 'Science Fiction'];English;2.86;105
The Dead Pool;nan;Buddy Van Horn;['Crime', 'Action', 'Thriller'];English;2.99;91
Attack Girls' Swim Team Versus the Undead;nan;Kôji Kawano;['Action', 'Horror'];Japanese;2.87;78
Death Race 2000;nan;Paul Bartel;['Science Fiction', 'Comedy', 'Action'];English;3.28;80
Death Rides a Horse;nan;Giulio Petroni;['Western'];Italian;3.64;114
The Fear of 13;nan;David Sington;['Crime', 'Documentary'];English;3.68;92
Death Race 2050;nan;G.J. Echternkamp;['Science Fiction', 'Comedy', 'Action'];English;2.4;93
Death Race: Inferno;nan;Roel Reiné;['Thriller', 'Science Fiction', 'Action'];English;2.28;104
The Departed;nan;Martin Scorsese;['Crime', 'Thriller', 'Drama'];English;4.32;151
Departures;nan;Yojiro Takita;['Drama'];Japanese;4.05;130
Mountains May Depart;nan;Jia Zhangke;['Drama', 'Romance'];Chinese;3.7;127
Wicker Park;nan;Paul McGuigan;['Drama', 'Romance', 'Mystery', 'Thriller'];English;3.14;114
The Keeper of Lost Causes;nan;Mikkel Nørgaard;['Crime', 'Mystery', 'Thriller'];Danish;3.46;93
Departure;nan;Andrew Steggall;['Family', 'Drama', 'Romance'];English;3.15;109
Diggstown;nan;Michael Ritchie;['Drama', 'Comedy'];English;3.39;98
Dillinger;nan;John Milius;['Action', 'Drama', 'Crime'];English;3.57;107
Dillinger Is Dead;nan;Marco Ferreri;['Drama'];Italian;3.76;95
Decoy;nan;Jack Bernhard;['Crime', 'Thriller'];English;3.34;76
Dillinger and Capone;nan;Jon Purdy;['Drama', 'Crime', 'Thriller', 'Action'];English;nan;95
Young Dillinger;nan;Terry O. Morse;['Drama', 'Crime'];English;nan;102
Time of the Wolves;nan;Sergio Gobbi;['Crime', 'Action', 'Drama'];French;nan;105
Dillinger;nan;Rupert Wainwright;['Crime', 'Action'];English;nan;90
Detroit Rock City;nan;Adam Rifkin;['Music', 'Comedy'];English;3.47;95
The Giant Mechanical Man;nan;Lee Kirk;['Comedy', 'Romance', 'Drama'];English;3.12;94
Doctor Detroit;nan;Michael Pressman;['Comedy'];English;2.67;89
